BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT,CONTACT_TXT
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,15,-,Outside Citibank entrance,Changi Business Park Avenue 3,103.9663908,1.334226100,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,16,-,Outside IBM Place,Changi Business Park Central 1,103.9646839,1.336109500,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,17,-,Outside Honeywell,Changi Business Park Central 1,103.9659831,1.336779900,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,18,65071,Blk 103A,Punggol Road,103.9041638,1.398450741,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,19,65151,Cove Station Exit B,Punggol Field,103.9067353,1.398911231,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,20,65161,Meridian Station Exit B,Punggol Field,103.9085911,1.397356311,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,21,65171,Coral Station Exit B,Punggol Field,103.9120935,1.394494243,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,22,65529,After Punggol Field,Sengkang East Drive,103.9140534,1.391527559,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 744,Smart Destiny Pte Ltd,Punggol Road - Changi Business Park,2,23,67539,Blk 122C,Sengkang East Way,103.9066129,1.387720204,17 trips from 5.00pm to 9.00pm / 15 min,Card: $3.00 / Cash $3.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,1,-,Outside The Bayshore,Bayshore Road,103.9388005,1.312041700,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,2,94041,Opp Fairview Court,Upper East Coast Road,103.9443058,1.316194391,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,3,84679,Opp Blk 156,Bedok South Avenue 3,103.9447656,1.318043056,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,4,84669,Blk 73,Bedok South Avenue 3,103.9441816,1.319941112,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,5,96381,Changi City Point,Changi South Avenue 2,103.9620956,1.333272357,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,6,-,Outside Plaza 8,Changi Business Park Crescent,103.9660716,1.332952400,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,7,-,Outside Citibank,Changi Business Park Avenue 3,103.9663908,1.334226100,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,8,-,Outside IBM Place,Changi Business Park Central 1,103.9646839,1.336109500,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,1,9,-,Outside Honeywell,Changi Business Park Central 1,103.9659831,1.336779900,Five trips from 8.00am to 10.00am / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,11,96381,Changi City Point,Changi South Avenue 2,103.9620956,1.333272357,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,12,-,Outside Plaza 8,Changi Business Park Crescent,103.9660716,1.332952400,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,13,-,Outside Citibank,Changi Business Park Avenue 3,103.9663908,1.334226100,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,14,-,Outside IBM Place,Changi Business Park Central 1,103.9646839,1.336109500,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,15,-,Outside Honeywell,Changi Business Park Central 1,103.9659831,1.336779900,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,16,84101,Opp Blk 49,Bedok South Avenue 3,103.9442152,1.322982005,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,17,84661,Blk 172,Bedok South Avenue 3,103.9443891,1.319928116,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,18,84671,Aft Blk 156,Bedok South Avenue 3,103.9450956,1.317593333,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,19,94049,Fairview Court,Upper East Coast Road,103.9448211,1.316164433,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,20,94039,Opp The Summit,Upper East Coast Road,103.9406633,1.314853640,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 748,Smart Destiny Pte Ltd,Bayshore Road - Changi Business Park,2,21,-,Outside The Bayshore,Bayshore Road,103.9388005,1.312041700,Four trips from 5.45pm to 7.15pm / 30 min,$2.50,"Email: customerservice@smartbus.com.sg
Tel: 6809 7262
Fax: 68097299
Address: 2 Changi Business Park Ave 1, #02-25, Park Avenue Changi, Singapore 486015"
PBS 749,LGK Transport Services Pte Ltd,SIM University to Yishun MRT Station,1,1,-,SIM University,Clementi Road,103.77673,1.329990000,One trip at 10.00pm,$4.00,"Email: lgktransport@lenamarine.com.sg
Tel: 6734 1286"
PBS 749,LGK Transport Services Pte Ltd,SIM University to Yishun MRT Station,1,2,59079,Yishun Station,Yishun Avenue 2,103.835162,1.429266069,One trip at 10.00pm,$4.00,"Email: lgktransport@lenamarine.com.sg
Tel: 6734 1286"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,1,46459,Blk 872,Woodlands Avenue 9,103.789409,1.444185331,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,2,46261,Blk 808,Woodlands Avenue 9,103.7869446,1.442563092,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,3,46279,Blk 803,Woodlands Avenue 2,103.7869013,1.440219587,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,4,46281,Blk 825,Woodlands Avenue 7,103.7900259,1.438786957,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,5,46421,Evergreen Secondary School,Woodlands Street 83,103.7935378,1.440870326,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,6,46831,Blk 747A carpark,Woodlands Circle,103.7956269,1.443645278,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,7,46841,Opp Blk 739A carpark,Woodlands Circle,103.7969016,1.444985717,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,8,46799,Blk 786A carpark,Woodlands Avenue 6,103.7997085,1.445866174,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,9,46789,Opp Admiralty Primary School,Woodlands Avenue 6,103.8010631,1.443511389,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,10,47599,Blk 683A,Woodlands Avenue 6,103.8026315,1.439926422,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,11,47549,Opp Blk 639,Woodlands Avenue 6,103.8035235,1.437904852,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,12,47559,Opp Blk 630,Woodlands Avenue 6,103.8020456,1.434612545,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,13,47569,Opp Blk 620,Woodlands Avenue 5,103.7987804,1.432919455,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,14,-,Along the road Blk 579A,Woodlands Drive 16,103.7952326,1.431194200,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,15,46991,Blk 589,Woodlands Avenue 1,103.7958715,1.427640931,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,16,6029,Outram Park Station,Outram Road,103.8387564,1.281682371,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,17,5519,Opp Maritime House,Cantonment Road,103.8411269,1.275534722,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,18,3222,Hub Synergy Point,Anson Road,103.8448956,1.273978369,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,19,3071,Opp So Sofitel Singapore,Robinson Road,103.8493803,1.279921325,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,20,3381,The Sail,Marina Boulevard,103.8530651,1.281626013,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,21,3391,Marina Bay Financial Centre,Marina Boulevard,103.8549801,1.280376603,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,22,2169,Centennial Tower,Temasek Avenue,103.8607085,1.293338368,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 750,Commute Solutions Group Pte Ltd,Woodlands Avenue 9 to Temasek Boulevard,1,23,2141,Suntec Tower Two,Temasek Boulevard,103.8593381,1.295765716,One trip at 7.30am ,$5.30 (card)/ $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,1,-,Outside Estella Gardens,Flora Road,103.965681,1.359868000,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,2,76249,Blk 370,Tampines Avenue 7,103.9594744,1.358366398,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,3,76469,East Spring Secondary School,Tampines Street 34,103.9598505,1.356303394,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,4,76439,Blk 351,Tampines Street 33,103.9626053,1.352881667,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,5,76449,Blk 343,Tampines Street 33,103.9611301,1.352075082,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,6,76459,Blk 323,Tampines Street 33,103.9587319,1.352080031,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,7,76419,Blk 307A,Tampines Street 32,103.9564853,1.353662435,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,8,96129,Opp Blk 135,Simei Road,103.9579512,1.347458355,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,9,96189,Blk 166,Simei Road,103.9579362,1.345297803,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,10,96199,Opp Blk 224,Simei Road,103.9579698,1.342859610,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,11,96039,Expo Hall 4/5/6,Upper Changi Road East,103.9584342,1.335608333,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,12,96029,Expo Hall 1/2/3,Upper Changi Road East,103.9562003,1.333242055,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,13,2149,Suntec Tower Three,Temasek Boulevard,103.8595553,1.295604598,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,14,2169,Promenade Station Exit B,Temasek Avenue,103.8607085,1.293338368,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,15,2061,The Esplanade,Raffles Avenue,103.8564966,1.289872008,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,16,3129,UIC Building,Shenton Way,103.8495672,1.278070035,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,17,3223,Tanjong Pagar Station Exit C,Anson Road,103.8463247,1.275703395,Ten trips from 7.00am to 9.00am / 12 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,1,3059,One Raffles Quay,Raffles Quay,103.8513565,1.280976496,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,2,3129,UIC Building,Shenton Way,103.8495672,1.278070035,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,3,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,4,3223,Tanjong Pagar Station Exit C,Anson Road,103.8463247,1.275703395,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,5,3151,Opp GB Building,Cecil Street,103.8477623,1.278921246,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,6,3021,Prudential Tower,Cecil Street,103.849989,1.282555246,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,7,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,8,2159,Opp Suntec City,Temasek Boulevard,103.8584067,1.293608112,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,9,2169,Promenade Station Exit B,Temasek Avenue,103.8607085,1.293338368,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,10,96021,Opp Expo Hall 1/2/3,Upper Changi Road East,103.9566372,1.333978056,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,11,96031,Opp Expo Hall 4/5/6,Upper Changi Road East,103.95837,1.335905000,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,12,96191,Blk 224,Simei Road,103.9577464,1.342856667,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,13,96181,Blk 151,Simei Road,103.9577053,1.345630537,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,14,96121,Metta Welfare Association,Simei Road,103.9577602,1.347193606,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
PBS 753,Ren Quan Transport,Flora Road - Anson Road,2,15,76411,Ngee Ann Secondary School,Tampines Street 32,103.9574275,1.353850014,Ten trips from 5.00pm to 8.00pm / 18 min,Card: $3.00/ Cash:$4.00,"Email: enquiry@renquantpt.com.sg
Tel: 6755 9336
Fax: 67526994"
